ticket_id,customer_id,issue_type,ticket_created,ticket_resolved,resolution_time_hours,sentiment,support_agent
fef9587e-53a4-41dd-a5f4-0ed3305a1680,99747751-0df1-4f95-876d-0a00ed3afec0,delay,2024-04-22T03:30:42,2024-04-23T18:30:42,39.0,neutral,Leslie Alvarez
2eed733f-d191-4949-9a88-edebb9d1264a,de52d2ac-56bb-401b-9924-11aa8b780000,refund,2025-10-02T08:19:05,2025-10-08T18:19:05,154.0,neutral,Aaron Mcpherson
1dd2bbb4-cb21-4711-8b23-cb8c498c11ea,9669a18a-dfa3-4611-9d5e-2164bfec1f78,refund,2024-01-31T00:00:00,2024-06-18T08:06:36,3344.1,negative,Christopher Washington
5cf561fe-db13-463f-9df2-85908e7c2ebe,69adeb18-087d-4af1-863b-50042450c37c,product,2024-03-04T15:26:12,2024-03-08T23:26:12,104.0,negative,Anthony Johnson
142224b9-8a4d-4412-bea6-6a31a3d59bf8,88904c46-468c-4982-86cf-d68e5c9a6af5,refund,2024-10-10T19:34:37,2024-10-12T13:34:37,42.0,negative,Samantha Ross
53b9459b-a006-478d-a973-1f75e5d76070,6924300b-de16-4e06-816f-daa6776ed53d,delay,2023-12-15T20:34:34,2023-12-19T03:34:34,79.0,positive,Derek Stewart
76f54201-d298-4379-835c-b12ec9983cab,569bf140-72c0-4a16-be5b-0dbdb03eff09,delay,2024-02-11T04:30:50,2024-02-18T08:30:50,172.0,positive,Jessica Juarez
7612792b-0904-4c92-8a2d-b94afa3120fc,4bffd4a0-45ae-4149-b054-8bef95987c71,product,2024-07-01T08:34:40,2024-07-02T22:34:40,38.0,negative,Thomas Larson
16ffbc4e-1d48-42f0-9df2-00b5e70bcb35,9904fff8-a2e6-4fa4-91bd-b2d0431e32c0,refund,2025-03-02T03:36:41,2025-03-10T17:36:41,206.0,neutral,Elizabeth Hunter
31d020ab-d532-4b71-a7bc-24d4367ff9b8,420b814c-877f-4b7b-a5c7-8a5cd5709a20,payment,2025-08-04T19:00:08,2025-08-10T06:00:08,131.0,positive,Guy Hernandez
16246fed-e19f-4c2f-b915-dddb74ecccd2,c8e6cf85-9538-458c-81d7-997e578a833d,payment,2025-03-31T13:36:37,2025-04-09T21:36:37,224.0,neutral,Samantha Allen
c969b8a1-d9a8-439b-9868-942602673f23,755debca-c548-455a-bcea-4c8344231152,refund,2023-12-13T03:44:08,2023-12-15T03:44:08,48.0,neutral,Sara Hogan
d70849ed-fce9-4b0a-aa8f-e03bd81930bd,10fac9ba-b79e-4b7f-bfc9-737083fc426a,payment,2024-04-12T00:18:52,2024-04-15T23:18:52,95.0,negative,Richard Morris
4ac0a7b2-fdee-41ec-b750-591c61d16b37,cd7c5ba7-81e2-4f4a-a690-65dbd78e7d1a,payment,2025-01-27T15:57:03,2025-01-28T22:57:03,31.0,negative,Christopher Bush
e3046a53-9bb5-4db1-817d-5431ecbf3788,04399f5c-5576-48da-b6d5-f388f2718259,delay,2025-07-16T17:18:08,2025-07-18T08:18:08,39.0,negative,Michele Clark
14c6c164-6c26-4fb8-a221-44a9bb580ca3,be34ca70-7554-41b0-b776-fac6702f90d2,product,2025-07-18T19:53:52,2025-07-26T16:53:52,189.0,negative,Kenneth Wilson
be773e49-75f0-4037-b2ea-ef3e346b8571,05e668c5-372c-406b-9021-6a4a69119e0b,refund,2024-05-30T16:07:34,2024-06-03T01:07:34,81.0,neutral,Katherine Hunt
34ca20a8-f67c-4e6d-b3d5-bf9a936f1376,296516d4-e398-4771-ae39-bb42ce701859,payment,2024-03-02T10:19:08,2024-03-09T21:19:08,179.0,negative,Gregory Mcguire
1294644e-4742-4858-8d92-51214e518698,250f89a0-1431-496b-be3f-62d5d3a1d28c,payment,2025-08-15T05:26:14,2025-08-21T19:26:14,158.0,negative,Ruth Morris
6f7e5c41-06b4-4cc7-9b77-a86d24dd279e,0708edf3-6e19-4bb2-830e-a8fcf1a5f63f,refund,2024-01-31T00:00:00,2024-01-31T00:00:00,0.0,positive,Natalie Collins
c93cef51-4f7b-4ac7-ab7c-e0dbf7c96bee,be9fe6a7-19e5-4b4d-9393-db4217241cf5,refund,2025-02-24T02:55:23,2025-03-04T22:55:23,212.0,negative,Sara Hogan
a8330798-8b2e-4f6e-a291-eeb7251505d5,9343db08-e610-4580-ba2d-55f696fbcf29,payment,2024-07-16T12:39:31,2024-07-24T00:39:31,180.0,neutral,Dustin Parks
acb9fcb3-4c78-48f5-8de9-9778f0b7240e,fa10cab0-526b-44b4-bf82-f1142fc3e817,payment,2024-01-25T03:34:54,2024-02-01T11:34:54,176.0,negative,Linda Morgan
c479d961-f4be-4c1e-95c4-44b96dbe4a79,510fa4a5-67ba-4445-a4fa-658ca49842a9,delay,2024-04-23T00:11:06,2024-04-29T01:11:06,145.0,negative,Ashley Lucas
138ba0cc-7ce0-4f4a-a083-c13e60ec4585,954d6376-6d0e-4c60-ac46-5275081809f5,refund,2024-02-11T19:58:26,2024-02-14T16:58:26,69.0,negative,Thomas Anderson
905ddecf-e088-409b-a532-c6bbcb1651a2,8d567648-93df-4dcf-b1cd-139592dd9ac4,product,2025-01-24T07:29:20,2025-01-27T13:29:20,78.0,neutral,Kevin Schneider
fe49e974-497d-4a43-a78a-ba5f8db10a73,b1b8a942-c7a9-4b63-adba-cb21c6d3b222,delay,2024-07-08T05:43:16,2024-07-18T03:43:16,238.0,negative,John Powell
1dcbaa8e-44ba-445c-9216-933ed9a6b81c,8f188e17-11df-45e4-ad21-d74cd8c38551,refund,2024-09-30T06:47:27,2024-10-04T00:47:27,90.0,neutral,Christine Sanchez
e247aaec-613b-4d39-b747-dec2fd7060c3,98e3909a-3974-4b2b-86d8-87fc51f61c22,refund,2025-04-23T23:55:49,2025-04-29T07:55:49,128.0,neutral,Joseph Webb Md
54e4cde9-4bb1-46ef-a181-899fcebe303c,d8f468c0-7e54-4019-b077-8243630c36ad,product,2024-07-31T06:35:43,2024-08-01T09:35:43,27.0,positive,Samantha Smith
44186398-2899-4ad8-b759-cb8caeda1645,47570242-b1af-4cd7-bdbc-a7256bdef0d7,refund,2024-08-23T17:32:46,2024-08-24T18:32:46,25.0,negative,Heather Parker
b1c8c0d0-2710-4d6c-a459-f9167a5e9001,b6fb2b50-890a-4b3b-9ded-3157583752f7,payment,2024-05-31T21:26:28,2024-06-04T03:26:28,78.0,neutral,Briana Garcia
eeb4feca-c980-46e9-85d4-751a2ea17459,01a56fad-29d3-452a-af09-53071b0b55e0,payment,2024-01-31T00:00:00,2024-02-06T02:00:00,146.0,negative,Jennifer Clark
6e7afe55-1c29-4a0a-acc4-f10d8048d665,3fa06496-4165-4758-8092-c6c28a6704d9,delay,2024-03-24T15:40:49,2024-03-26T17:40:49,50.0,positive,Matthew Mccann
1e98c375-681c-4d8f-bea7-f9f6339ea4f0,784e5c64-ca61-4029-b640-7350a1b667ad,delay,2025-04-09T09:40:56,2025-04-10T22:40:56,37.0,neutral,Kelli Wood
cd1f281d-0fd3-47b8-8ce8-9cfcdb2c830e,c01b421a-f530-4827-b85d-7d2cb0f4a250,product,2025-03-22T07:15:59,2025-04-01T04:15:59,237.0,negative,Mrs Kim Lee
6866dce4-7501-4f8c-8245-1878db242315,45aa0858-ee6f-4501-b199-6922b1a596de,product,2024-05-30T10:10:37,2024-06-02T09:10:37,71.0,positive,Michael Stone
51e9daa4-5d7f-44cb-8854-8331f2a2bff7,c5c097c8-dd35-444b-9147-122e57c3bd83,refund,2025-06-04T18:56:43,2025-06-08T08:56:43,86.0,negative,Kaylee Davis
9f3791ca-105a-4054-9ee4-bc8b531e6fc4,8e240567-0b5c-4616-9dba-4b94c2ae57ab,refund,2024-01-13T20:46:09,2024-01-19T14:46:09,138.0,positive,Derrick Walker
3071dac4-9c71-40d0-924b-49eeb9e68cc9,d7fbef57-02d6-4ed4-bab4-a9199b74051d,payment,2025-07-30T11:50:01,2025-08-01T05:50:01,42.0,positive,Caleb White
08373459-2657-4c72-9936-661ce7f0d73c,42484394-21dd-40e0-83cf-b5370a22900a,delay,2025-02-10T00:46:24,2025-02-10T03:46:24,3.0,positive,Donald Villegas
807d3a64-21e6-41c7-bdad-a43a8bb86ec1,1cec322b-a881-424f-b45e-94b9b7217039,refund,2025-03-29T14:40:01,2025-04-01T02:40:01,60.0,negative,Joseph Anderson
926995e8-5f19-4619-9685-09306092ffde,437b01cc-4802-4b15-bf66-1402b8f8d3d7,payment,2024-11-18T13:03:13,2024-11-27T03:03:13,206.0,neutral,Mr Alexander Ward
72200165-6d44-4e40-bda6-ab7216824a44,01ef9d6d-2c90-4e6b-9768-6d0af7f06ceb,payment,2024-11-25T02:13:38,2024-11-28T01:13:38,71.0,neutral,Donald Villegas
c4040194-af46-4b6c-b23c-0c86a2d03af9,bc1a98e1-87eb-4e8b-90f4-0e4606dc09b5,refund,2024-02-08T10:11:07,2024-02-10T09:11:07,47.0,positive,Tammy Jones
b4c98ae1-5f16-485a-948d-28d9d4120e4b,c385b87b-d7e7-475f-b3c5-15e65b033557,payment,2025-06-20T22:09:46,2025-06-24T02:09:46,76.0,positive,Jessica Juarez
72197e0a-39d8-4725-b749-7560fb692fda,ba27bac5-d4a5-4f7a-8d0e-0a617ab2351b,product,2024-01-31T00:00:00,2024-10-23T20:10:19,6404.2,negative,Caleb White
55640a02-014d-432b-afec-a815431d0992,7eef8095-162a-4cf2-b792-e656618cec52,payment,2025-01-26T06:54:55,2025-01-26T08:54:55,2.0,neutral,Beth Sanchez
2e5d5401-7e32-4890-8ebf-733250c085f9,9b49d3da-f375-478d-aaff-22b8a31a87f9,payment,2024-02-29T09:08:55,2024-02-29T11:08:55,2.0,negative,Dennis Gonzalez
20bf1b22-2ddf-46d8-b653-57099e53909b,79f3b17a-3183-4957-8506-33c1aed805e8,product,2024-01-24T06:43:28,2024-01-31T18:43:28,180.0,positive,Natalie Hernandez
e2882de7-cc34-4452-ba3e-11641f2cc767,f9f5a3f0-f1db-4849-b49d-c902dcbdcbaf,payment,2025-04-08T01:19:39,2025-04-11T09:19:39,80.0,negative,Kenneth Wilson
6cf317bd-292c-4146-b95e-9ccb1c78b294,09ab4f06-8f75-4c5c-a3f4-4fa2e147d249,product,2025-01-30T07:02:43,2025-02-04T03:02:43,116.0,positive,Greg Sanchez
5f5c00b8-cef2-4354-ae34-ccc25c2e8af7,14c054d2-e25b-455a-a02e-2055acb6c0d7,product,2024-11-09T03:29:20,2024-11-16T17:29:20,182.0,neutral,Robert Ball
7816bd21-7dde-401a-9070-7e74bc4a7448,dd95574d-17c0-4638-8a49-37bd820256cc,product,2025-06-20T22:09:46,2025-06-27T12:09:46,158.0,neutral,Henry Taylor
6a92bcec-d94c-4ead-9fba-ec6ca611a80e,372c4abd-8496-416f-b97f-67d2dc0ce48a,payment,2025-04-30T14:33:13,2025-05-03T02:33:13,60.0,negative,Norma Wyatt
0e2f2935-f182-4a6e-b699-e480bc2d41d9,49b541c9-0823-4698-885a-df838b66c56c,payment,2023-12-03T22:04:34,2023-12-08T09:04:34,107.0,positive,Michele Clark--
cccc258c-1fd0-4005-b4f3-a80ae5bf6c66,a30fe08f-49ad-492e-b878-f9c954dbb956,delay,2025-03-31T09:49:28,2025-04-08T01:49:28,184.0,neutral,Christine Harris
8b18840e-83cf-4c0a-889a-a5add2989a05,75892fbf-0109-4575-aa2d-00ff739eaf5b,delay,2025-08-10T12:05:15,2025-08-11T13:05:15,25.0,negative,Joseph Webb Md
433496b7-46a3-43a1-a11e-3d71aff86607,9825782f-fbad-4e77-a7c2-23f41bc2d57e,delay,2025-05-24T19:48:39,2025-05-25T18:48:39,23.0,negative,Brian Wong--
40d7611e-93fb-4803-aed8-c8b38b41ff3c,c5d04388-8656-433d-8eed-56aad1a2c887,payment,2025-08-09T05:55:18,2025-08-09T23:55:18,18.0,positive,Melissa Barry
ed7ffc1d-baf0-4a60-9bcd-046b85e7ca0e,c7edbde6-e9e2-49ec-b466-39414cd37a50,product,2024-08-04T08:14:44,2024-08-10T09:14:44,145.0,positive,Scott Larson
b7941787-54a5-4c65-b369-51217c7da7b1,e7adf922-58bc-44e2-a101-2738c9184121,refund,2024-01-21T19:57:54,2024-01-24T08:57:54,61.0,negative,Heather Parker
55e81e17-3d68-4137-bfdc-d3e6cba44ec7,0429ff15-f74e-4b38-a0d8-a0b432feafb8,product,2024-10-15T05:12:59,2024-10-20T23:12:59,138.0,neutral,Christie Thomas
7cb80efb-e34c-4f9a-b5e7-6dd67f929921,33a75df2-a21e-43e0-9f02-1a93f0a2b2ac,delay,2024-07-22T14:47:47,2024-07-24T11:47:47,45.0,positive,Crystal Walton
1e26b0d1-fcba-433b-9552-79ce83ff1f35,3dfc40da-140b-4cdb-9a68-417c445b37d1,refund,2025-06-28T06:24:54,2025-07-06T17:24:54,203.0,positive,Cody Lyons
d63249f3-231a-47dc-b513-1e62f0d095ae,d32aec72-41fd-4af4-b7da-9a0a02dc2ce8,refund,2025-12-30T15:41:44,2026-01-09T09:41:44,234.0,positive,Jennifer Daniels
e264fd10-f16d-46e1-b4de-68aed58582c5,4ef49117-9e1a-41b8-b93a-a4dec59b4073,refund,2024-09-27T22:24:19,2024-10-05T18:24:19,188.0,neutral,Kelli Wood
ba88f424-965b-433d-9eb6-9d70e7529e6c,1151842f-15eb-420b-8b8b-f51f7be46335,payment,2024-01-26T00:00:00,2024-01-31T00:00:00,120.0,positive,Anthony Harper
525c226a-ec26-4951-8f92-bfce8eff94c5,dd014885-a7ed-4adb-a09f-e7611222a954,product,2024-12-12T03:00:17,2024-12-21T03:00:17,216.0,neutral,Gregory Mcguire
b1080e87-b6b8-4dc1-b9ef-00b415aa37c5,50fdbc4b-0ddd-4fcf-b3db-9253a6c954fe,payment,2024-01-31T00:00:00,2024-07-07T03:27:55,3795.5,neutral,Kristine Pena
258c361b-6b1a-4ba4-8656-4d0602ec6331,b798f315-fa50-4eb8-bd1c-1703ce4a5306,payment,2024-11-21T07:30:40,2024-11-30T16:30:40,225.0,positive,Nancy Richardson--
089e43c0-8036-450a-be5f-5b8481691bb8,3c7cb0ac-7130-4bbe-a1e1-629c3c92e4f3,delay,2025-10-27T07:42:07,2025-11-02T17:42:07,154.0,positive,George Leach
17d72b73-1604-4823-924f-06af8ff02bab,40022c42-f9cd-4ab9-a205-27b9837da69f,refund,2025-09-14T20:26:09,2025-09-24T19:26:09,239.0,positive,Elizabeth Hunter
094db891-4b98-47f2-8d7d-6aab92d638ce,d2e58e46-5fd1-4cb6-ba7e-ba800abccaf2,delay,2025-02-19T06:18:36,2025-02-27T08:18:36,194.0,positive,Brittany Bell
c6065c27-8d29-4244-9648-e43c8b8b4719,2b523c2e-57ea-4935-a9c6-972c0e61af56,payment,2024-01-31T00:00:00,2025-07-25T04:57:00,12989.0,positive,Williaam Olson
eadebe83-a2d6-465d-8ffc-d5e41b293bb1,78bdd785-437d-4ec9-a2de-c7face97a6be,delay,2025-05-15T03:31:32,2025-05-24T10:31:32,223.0,positive,Linda Morgan
9dc50da7-5c48-4868-bc0e-fc2032342a27,eefcc4d9-9f74-4aaa-ac57-ff647fd72709,product,2024-05-14T09:02:57,2024-05-15T01:02:57,16.0,positive,Scott Larson
48da59a6-66f3-4af0-90c8-bffa892da52f,3f7cf053-6aa0-4428-812e-aac2a627bc3e,delay,2024-01-31T00:00:00,2024-01-31T00:00:00,0.0,neutral,Derek Stewart
94e8be65-42a8-4d47-94ba-2282dc947a25,6055c4b8-e47e-43b6-abc4-aafdb2742ea4,payment,2025-04-30T14:33:50,2025-05-08T09:33:50,187.0,negative,Samantha Allen
a3026d31-dc29-46be-9ee0-21d848209aed,55a70382-12dd-4b9b-b64d-50b50050ea30,delay,2023-12-12T14:47:50,2023-12-16T23:47:50,105.0,negative,Natalie Collins
94045d87-a8ff-4d82-8580-d6952c544d3b,beddd537-543d-4e6c-b78e-6b8429c239c9,payment,2024-06-08T01:32:50,2024-06-14T23:32:50,166.0,neutral,Tara Simmons
7308f03d-d8f6-41e5-8b14-8d03d0873da3,763de3a4-1203-4c1c-aabf-0393436d2df1,delay,2024-01-31T00:00:00,2024-02-03T21:00:00,93.0,negative,Chad Smith
2843ad50-0526-48ce-9de4-f172938d3d15,34a91ff3-74d5-4be2-b233-9dad5d341b39,payment,2024-04-09T11:15:19,2024-04-13T05:15:19,90.0,positive,William Olson
292cd44d-b1bb-455a-a4e7-2828a4f20a31,790b363c-2286-4a42-81a9-483c44f1381b,product,2025-07-07T11:48:10,2025-07-08T02:48:10,15.0,neutral,Andrew Gardner--
6dde1b04-0030-406e-b4c0-fbf1bbd38ead,1d5aeb16-649e-45d8-a743-3f8bb604d804,delay,2025-05-17T12:28:32,2025-05-18T01:28:32,13.0,negative,Kevin Espinoza
dcf21d34-c9be-4b7a-becb-252908c5fd24,d0f7249c-58ee-4c33-b73f-72295d6036e9,payment,2024-08-16T19:50:45,2024-08-17T17:50:45,22.0,negative,Samantha Smith
3b6e5d6b-2968-4dfd-9426-f2e730a60d75,1c565d52-bdba-46bc-91b5-9e1a23df25e3,product,2024-02-14T08:39:49,2024-02-20T13:39:49,149.0,positive,Anthony Davis
c73967d6-142f-45ac-b29f-1dcbf6ef99e1,1d87df53-0fb9-4d7a-bc6f-ff6116e42e61,delay,2024-11-29T18:50:42,2024-11-30T21:50:42,27.0,negative,Jennifer Barr Md
2168b96e-f8d5-4fd7-87c7-62bd8157e41f,f71a74e1-25ee-4b0c-978a-d2e54bc88220,delay,2025-01-24T20:32:25,2025-01-28T12:32:25,88.0,positive,Christian Juarez
b834ccb1-f54b-4abb-9fdc-409e7b3d8647,1dbb6891-3af4-48a6-ba97-5688c14eaccf,delay,2025-08-02T04:51:40,2025-08-02T18:51:40,14.0,negative,Cody Lyons
3ccdbbe4-17b1-4a25-aa0e-8f0d715c1539,30c3d645-05e4-4316-bccf-71d9d8ca9c55,refund,2024-12-11T10:45:57,2024-12-21T08:45:57,238.0,negative,Kathy Berry
4aab66c3-675a-4596-b79f-9607e1d98d47,b66d0d6d-17fa-4f8d-b1b9-b79e7849645f,delay,2024-06-26T18:06:13,2024-07-02T19:06:13,145.0,positive,Jennifer Barr Md
5dafcb1d-4f22-4dfd-bbdf-0e9b9eb1f05d,8119bf04-3c48-4f96-b91c-95ada3da1e96,delay,2025-08-19T08:22:20,2025-08-28T07:22:20,215.0,neutral,Alicia Simpson
80b40bf9-3d1d-4566-a94e-592efa88bbb9,b806dc93-dff8-4b80-b496-568ec650b9fa,refund,2025-01-30T11:52:48,2025-02-07T11:52:48,192.0,negative,Felicia Rodgers--
03a3e121-5c45-4f35-a313-c8be58c74887,e06cf3b8-41ad-4b14-81d1-10976b1e2044,delay,2024-01-30T12:03:56,2024-01-31T00:00:00,11.9,positive,Eric Moore
53dff900-98a6-4cfb-ad95-bd5e72db1a8b,709b89ff-093e-4c08-bfcd-a409cfa33396,refund,2024-11-12T10:47:54,2024-11-19T01:47:54,159.0,neutral,Amanda Dyer
6752e9de-3f72-43b0-aa5c-613f151b807c,0d9b841e-42f4-42fa-abd3-7705af1b43b6,refund,2024-02-18T06:45:56,2024-02-25T18:45:56,180.0,negative,Jessica Juarez
49f4191d-b939-4044-b797-01efd3638527,c267baac-4fb9-49d8-88a8-8df79086e204,payment,2025-06-06T07:06:09,2025-06-12T05:06:09,142.0,positive,Tammy Jones
7041ffb5-6f78-41a1-a5e1-75a8e6295a10,d7d89ef9-a6f5-43a5-a09a-958f5e9a1637,product,2025-02-11T04:44:56,2025-02-21T00:44:56,236.0,positive,Lacey Krueger
0ef482c4-4261-4319-af54-50f9ae6cb51b,a361baea-e0ae-47ec-ae19-424985d346f0,payment,2024-01-31T00:00:00,2025-07-22T00:44:32,12912.7,neutral,Michael Stone
59e2010c-d341-49f0-a73d-b68cc4f6c256,1ed977cb-b694-4ff4-9dd6-8466590c424e,delay,2024-01-17T00:40:34,2024-01-17T04:40:34,4.0,positive,Henry Taylor
a7e8d916-1e9d-4850-b6b7-195fd6c5a0a4,62fc1b25-5d77-497c-9b55-97a38046f545,delay,2025-02-24T03:49:27,2025-02-25T11:49:27,32.0,positive,Michael Smith
80bbca16-cf61-439a-a268-9a3e069c17a4,4a865889-d849-442f-bce3-2d87e9e152d5,payment,2024-03-11T00:31:51,2024-03-14T18:31:51,90.0,neutral,Marisa Cook
80341b96-3438-4eef-9726-2fb55859858e,e3e84cfc-5513-48bf-a15c-4aa0f226280b,payment,2024-12-14T07:23:53,2024-12-14T13:23:53,6.0,positive,Maria Woods
1be741f8-e0d1-448b-a937-42375229239f,0b6a6ce4-39d8-442a-9490-8b99adc1593b,product,2024-02-16T11:27:26,2024-02-20T01:27:26,86.0,negative,Chad Smith
e20fa802-4ac9-4248-a41b-8bc4516a11c9,a5a67404-b651-420f-95a6-cff93cf36e7b,payment,2025-05-17T13:57:16,2025-05-27T09:57:16,236.0,negative,Michael Faulkner
7ae3d340-adea-4308-baa2-b4562d072b81,8b535055-bae3-4ddd-ab1b-c7382e566f0f,refund,2025-06-17T21:40:58,2025-06-27T14:40:58,233.0,neutral,Donna Shepherd--
88a611cb-07ea-4b30-8d07-dd87f7a4d46d,de885d0a-efd6-4f16-9553-00a73d558bd0,delay,2024-05-25T05:43:22,2024-05-25T23:43:22,18.0,positive,Donna Shepherd
69af0a94-b52a-4063-a13c-9294b002b232,8ce8bdd9-3842-46e1-b6f9-216a36047aa5,payment,2024-01-18T09:31:03,2024-01-20T16:31:03,55.0,negative,Andrew Reeves
79334478-c9b9-4224-be41-389e07d1fec3,25d5b65a-dea2-4453-a87b-f80555177f23,product,2025-03-15T20:15:09,2025-03-20T09:15:09,109.0,negative,Bradley Chase--
0c87a0f5-ad11-466b-8d35-91a021d5f6e4,7f73a76c-24c3-4015-bbb5-35321b3f2266,product,2025-02-17T18:39:20,2025-02-25T03:39:20,177.0,negative,Anthony Harper
0e00ec3c-8ea3-481f-9989-6f90e482940d,121d2ede-2832-4d52-aad4-e3967fd35c54,product,2024-10-31T04:21:09,2024-11-06T19:21:09,159.0,positive,Derrick Walker
c195a9b0-b2c8-45f7-a5e8-870a8567728c,6368abc6-7673-46bb-b9cf-8da4772ba2d8,delay,2024-10-06T08:36:30,2024-10-15T23:36:30,231.0,negative,Kathleen Jackson
7572454e-31c7-416d-9982-b864094da84a,76c0f95f-3890-4361-868c-825b5f116f9e,payment,2024-04-21T07:08:59,2024-04-26T22:08:59,135.0,neutral,Michele Clark
514d8e53-caa7-4532-80f9-2ba1ceb3621e,c07a6863-86a4-45d1-89bc-01f6b8db3283,product,2024-08-18T08:44:01,2024-08-26T03:44:01,187.0,negative,Erik Thompson
c33adbcb-cd13-48f7-abda-9d358308957f,5de2225d-6432-452f-be0d-af97d0bb8c97,delay,2024-07-29T04:00:42,2024-08-07T00:00:42,212.0,negative,Cheyenne Robinson
e53b6a3f-c3d4-4073-940b-28771f5ab3da,9f9de701-cdd4-4fd8-864f-659c5ad87970,delay,2024-08-20T11:37:44,2024-08-21T18:37:44,31.0,neutral,Erica Griffin
267e80dc-8b9f-4402-a8c1-3e59fa0d356a,4a1af88a-9365-4c74-9a32-88ab7e6c0441,product,2025-08-05T14:22:25,2025-08-08T06:22:25,64.0,neutral,Thomas Larson
dfad00e3-9263-4d82-b838-8009c665abf8,29e735bf-345c-4191-b796-fe4fd52b5d97,product,2025-01-02T04:28:57,2025-01-08T00:28:57,140.0,positive,Sonia Alvarado
c066c131-9977-4ef7-8b47-917c1f6ee51a,89c07d40-25c2-4705-a1aa-9e862c1991d0,refund,2024-01-23T15:59:47,2024-01-25T08:59:47,41.0,negative,Beth Sanchez
7470c975-8255-4e40-9fd9-676fb3b4a803,cd55e3c6-75bc-41ae-9903-26dfddefaead,refund,2025-07-10T13:56:24,2025-07-18T04:56:24,183.0,neutral,Ryan Gardner
4e88de76-663d-4201-8a6c-2cacafedd46a,3605edb5-e995-40a7-9ca8-f332b197eb7f,product,2024-05-15T12:15:29,2024-05-16T10:15:29,22.0,positive,Makayla Pugh
19dd27ef-fb0e-4745-83c0-cfda15f6049e,7130e60f-4ed2-49c3-8391-34c72385b4c3,refund,2025-11-21T19:05:09,2025-11-23T02:05:09,31.0,positive,Peter Lopez
7bf615fc-0601-47d9-8995-1c07dba850f3,ff46b7d7-6439-44f1-9379-6f1690868931,payment,2025-10-15T19:36:19,2025-10-17T08:36:19,37.0,positive,Charles Williams
43fd318c-064d-4f78-89a0-bfbe2e6fdd16,066aac51-82c6-4261-bded-14b7e1d05566,delay,2024-11-11T03:07:06,2024-11-11T23:07:06,20.0,neutral,Roger Noble
9f7c945f-5268-450a-80e1-e3b92867ef87,9be35f94-518a-4e21-bacf-617c7911fc79,refund,2024-01-31T00:00:00,2024-02-09T23:00:00,239.0,positive,Desiree Hill
dc768c03-637d-4794-80bb-303d7eb51df8,d7077c04-a1fd-4aba-b74c-70e334fb8ef7,product,2024-01-31T00:00:00,2024-02-02T22:00:00,70.0,negative,Amanda Garcia
06d7ed38-9b69-4729-a895-ddffc4e650f1,16113770-c77b-4610-8224-78dfc4721c12,refund,2024-07-30T20:31:53,2024-08-09T05:31:53,225.0,positive,William Murray
7687c968-e21e-4bac-9dfa-a73964e0e7e7,603c38c1-d994-45dd-afde-5a6291b79289,product,2024-05-29T12:47:23,2024-05-31T18:47:23,54.0,neutral,Marisa Cook
3821b6cd-4c79-4125-8b62-b31402023416,e5348a72-798d-44a5-9c48-df41068247f6,delay,2025-03-30T00:30:35,2025-03-31T00:30:35,24.0,negative,Jason Marsh
411659f2-100a-4283-bb3a-60555c884421,06f37d01-efcd-4b9c-b056-c0ebe05b4144,delay,2025-04-24T02:22:13,2025-04-28T01:22:13,95.0,positive,Marvin Evans
0ca80515-a651-450b-ba26-9a2d6514ce81,780fd923-72a6-47a6-b282-2dde4f75753f,delay,2023-12-13T10:36:47,2023-12-23T10:36:47,240.0,neutral,Kyle Hill
6856b5a6-56d2-4db6-91e8-5413d9ccff9e,57c0c152-a4d5-4a00-b2cc-a12af943a9a9,payment,2024-01-31T00:00:00,2024-01-31T14:00:00,14.0,positive,Jacqueline Frey
5cb8cfe1-fbea-4e09-9d5a-42759863c45f,ac61e18b-7a29-42a9-a58f-c3b890ecec93,delay,2025-02-17T13:13:39,2025-02-26T00:13:39,203.0,neutral,Donna Shepherd
14db7c60-0070-4f1a-974f-4a9ebee41ca7,45e657f8-87ce-430f-849b-100a76b2d7f2,product,2024-10-02T01:27:10,2024-10-03T05:27:10,28.0,neutral,Christina Salazar
6fdb11bb-7ae1-42a7-8c22-2b26439889b1,ba4addf3-fcce-4867-9243-d484ab3b97e2,product,2025-06-19T14:01:19,2025-06-29T05:01:19,231.0,neutral,Michael Harris
921846c9-f2e2-4f71-92c5-1733f0395ea2,a5581c97-9c3c-41e9-a87a-a386c7c062b0,refund,2024-08-04T03:33:38,2024-08-05T15:33:38,36.0,negative,Kevin Espinoza
736792d8-47b2-4fa7-98a1-8009e97f3c66,e21e64b4-1aa6-472c-92f1-b76a8ae68e1a,refund,2024-08-15T18:43:09,2024-08-24T06:43:09,204.0,positive,Crystal Walton
233f36ea-8b21-4ad6-8fc6-13b22c846fb8,5775e825-9461-42dd-8b9f-ba4e0c2f2b31,refund,2025-10-04T01:07:35,2025-10-04T10:07:35,9.0,negative,Natalie Hernandez
c85272e3-bca4-4694-be92-2a7d15c735f4,9b058381-9320-4422-9c84-2e8cda9f1b81,refund,2024-11-14T21:36:20,2024-11-18T12:36:20,87.0,positive,Micheal Cline
03867aa0-6b73-4e8a-af0d-65f552d0abc4,22ff08cb-d986-429b-bd01-c5e2032b64c4,product,2024-10-12T11:50:59,2024-10-18T20:50:59,153.0,negative,Jacqueline Frey
